CODE112	-2444.716	193.193	193.753	0.007	0.007	0.006	0.000
CODE122	-2151.357	-222.840	-147.495	0.008	0.007	0.006	0.000
CODE135	-2092.047	-294.774	-380.987	0.008	0.007	0.006	0.000
CODE136	-2486.392	317.060	-611.121	0.007	0.007	0.006	0.000
CODE137	-2716.003	641.046	-344.861	0.007	0.007	0.006	0.000
CODE139	-2383.912	64.300	641.801	0.008	0.007	0.006	0.000
CODE140	-2549.456	353.719	150.496	0.007	0.006	0.006	0.000
CODE141	-3129.429	1225.094	133.734	0.012	0.009	0.009	0.000
CODE142	-2798.197	649.890	1121.776	0.014	0.011	0.011	0.000
CODE143	-2279.178	-41.441	0.699	0.008	0.007	0.006	0.000
CODE146	-1927.178	-581.950	109.646	0.008	0.007	0.006	0.000
CODE147	-2259.396	-3.955	-873.431	0.008	0.008	0.007	0.000
CODE211	-2385.793	143.938	-315.771	0.007	0.007	0.006	0.000
CODE221	-2257.736	-37.405	-466.718	0.007	0.007	0.006	0.000
CODE232	-2551.880	379.334	-125.445	0.007	0.007	0.006	0.000
NUGGET135_1	-2080.443	-312.479	-378.385	0.007	0.007	0.006	0.000
NUGGET135_6	-2088.550	-301.522	-362.039	0.007	0.007	0.006	0.000
NUGGET135_15	-2099.718	-283.844	-372.437	0.007	0.007	0.006	0.000
NUGGET135_A	-2095.678	-291.422	-353.331	0.007	0.007	0.006	0.000
NUGGET135_B	-2096.270	-287.347	-394.214	0.007	0.007	0.006	0.000
NUGGET135_C	-2089.178	-297.403	-402.895	0.007	0.007	0.006	0.000
NUGGET135_D	-2084.807	-304.946	-390.685	0.007	0.007	0.006	0.000
NUGGET136_2	-2473.283	296.844	-603.305	0.007	0.007	0.006	0.000
NUGGET136_6	-2483.214	310.855	-591.987	0.007	0.007	0.006	0.000
NUGGET136_15	-2494.189	328.182	-603.052	0.007	0.007	0.006	0.000
NUGGET136_A	-2490.483	321.183	-583.657	0.007	0.007	0.006	0.000
NUGGET136_B	-2490.353	324.086	-624.661	0.007	0.007	0.006	0.000
NUGGET136_C	-2483.111	313.805	-632.960	0.007	0.007	0.006	0.000
NUGGET136_D	-2478.955	306.645	-620.415	0.007	0.007	0.006	0.000
NUGGET137_3	-2707.041	627.178	-338.493	0.007	0.007	0.006	0.000
NUGGET137_6	-2712.816	634.861	-325.673	0.007	0.007	0.006	0.000
NUGGET137_15	-2723.809	652.159	-336.765	0.007	0.007	0.006	0.000
NUGGET137_A	-2720.133	645.223	-317.381	0.007	0.007	0.006	0.000
NUGGET137_B	-2719.949	647.989	-358.350	0.007	0.007	0.006	0.000
NUGGET137_C	-2712.709	637.769	-366.636	0.007	0.007	0.006	0.000
NUGGET137_D	-2708.534	630.610	-354.076	0.007	0.007	0.006	0.000
TARGET280589	-2644.858	538.467	-396.270	0.008	0.008	0.007	0.000
TARGET280590	-2682.542	589.947	-330.921	0.007	0.007	0.006	0.000
TARGET280591	-2610.340	487.597	-406.789	0.008	0.008	0.007	0.000
TARGET280592	-2676.777	580.097	-314.098	0.008	0.007	0.006	0.000
TARGET280593	-2633.380	518.879	-362.473	0.008	0.009	0.007	0.000
TARGET280594	-2665.274	560.407	-280.662	0.008	0.007	0.006	0.000
TARGET280595	-2630.590	509.559	-295.024	0.008	0.008	0.007	0.000
TARGET280596	-2509.435	339.718	-452.793	0.008	0.008	0.007	0.000
TARGET280597	-2604.894	469.809	-277.977	0.008	0.007	0.007	0.000
TARGET280598	-2476.986	288.162	-416.833	0.008	0.007	0.007	0.000
TARGET280599	-2449.953	249.951	-448.225	0.008	0.007	0.007	0.000
TARGET280600	-2556.926	399.814	-304.951	0.008	0.008	0.007	0.000
TARGET280601	-2579.938	430.853	-257.740	0.007	0.007	0.006	0.000
TARGET280602	-2602.124	460.540	-210.365	0.008	0.007	0.007	0.000
TARGET280603	-2518.001	341.374	-304.989	0.009	0.008	0.007	0.000
TARGET280604	-2596.458	450.764	-193.471	0.008	0.008	0.007	0.000
TARGET280605	-2392.862	164.701	-455.130	0.008	0.008	0.007	0.000
TARGET280606	-2497.634	310.429	-301.174	0.008	0.008	0.007	0.000
TARGET280607	-2483.178	289.799	-316.323	0.008	0.007	0.007	0.000
TARGET280608	-2576.443	420.719	-193.242	0.008	0.007	0.007	0.000
TARGET280609	-2548.107	380.191	-220.215	0.007	0.007	0.006	0.000
TARGET280610	-2534.107	360.452	-237.124	0.008	0.007	0.007	0.000
TARGET280611	-2520.021	340.485	-253.524	0.008	0.008	0.007	0.000
TARGET280612	-2397.936	168.709	-408.632	0.009	0.008	0.007	0.000
TARGET280613	-2598.935	450.838	-145.078	0.008	0.008	0.007	0.000
TARGET280614	-2570.773	410.937	-176.334	0.009	0.008	0.007	0.000
TARGET280615	-2557.170	391.497	-189.913	0.008	0.007	0.007	0.000
TARGET280616	-2421.536	200.723	-363.730	0.008	0.008	0.007	0.000
TARGET280617	-2542.422	370.340	-203.277	0.008	0.008	0.007	0.000
TARGET280618	-2528.480	350.671	-220.179	0.007	0.007	0.006	0.000
TARGET280619	-2301.084	31.245	-515.595	0.008	0.007	0.007	0.000
TARGET280620	-2486.364	290.884	-267.439	0.009	0.008	0.007	0.000
TARGET280621	-2632.529	495.301	-67.300	0.008	0.007	0.006	0.000
TARGET280622	-2495.207	301.960	-237.138	0.008	0.007	0.007	0.000
TARGET280623	-2508.631	320.780	-219.542	0.008	0.008	0.007	0.000
TARGET280624	-2602.170	451.824	-95.095	0.008	0.007	0.007	0.000
TARGET280625	-2452.864	241.765	-284.616	0.008	0.008	0.007	0.000
TARGET280626	-2436.880	218.843	-298.875	0.007	0.007	0.007	0.000
TARGET280627	-2330.272	69.052	-436.635	0.008	0.008	0.007	0.000
TARGET280629	-2517.148	331.066	-186.362	0.008	0.007	0.007	0.000
TARGET280630	-2489.515	292.042	-220.160	0.008	0.008	0.007	0.000
TARGET280631	-2581.905	421.389	-94.312	0.010	0.008	0.008	0.000
TARGET280632	-2460.637	250.707	-248.609	0.008	0.007	0.006	0.000
TARGET280633	-2511.494	321.245	-169.501	0.008	0.007	0.007	0.000
TARGET280634	-2483.876	282.221	-203.262	0.008	0.007	0.007	0.000
TARGET280635	-2469.406	261.500	-216.751	0.008	0.007	0.006	0.000
TARGET280636	-2358.681	105.490	-354.448	0.009	0.008	0.008	0.000
TARGET280637	-2425.449	199.039	-265.049	0.008	0.007	0.007	0.000
TARGET280638	-2318.906	49.303	-402.849	0.008	0.007	0.007	0.000
TARGET280639	-2412.246	180.406	-281.193	0.008	0.007	0.007	0.000
TARGET280640	-2505.835	311.468	-152.381	0.008	0.008	0.007	0.000
TARGET280641	-2478.237	272.469	-186.324	0.008	0.008	0.007	0.000
TARGET280642	-2341.611	80.107	-358.867	0.008	0.007	0.007	0.000
