CODE112	-2447.266	193.280	193.900	0.005	0.005	0.004	0.000
CODE122	-2153.735	-222.733	-147.305	0.006	0.005	0.005	0.000
CODE135	-2094.347	-294.656	-380.794	0.006	0.005	0.005	0.000
CODE136	-2488.744	317.165	-611.044	0.005	0.005	0.004	0.000
CODE137	-2718.496	641.135	-344.819	0.005	0.005	0.005	0.000
CODE139	-2386.554	64.375	641.992	0.006	0.005	0.004	0.000
CODE140	-2552.030	353.807	150.620	0.005	0.005	0.005	0.000
CODE141	-3132.158	1225.155	133.715	0.009	0.007	0.007	0.000
CODE142	-2801.091	649.928	1121.900	0.009	0.008	0.008	0.000
CODE143	-2281.629	-41.346	0.871	0.005	0.005	0.005	0.000
CODE146	-1929.557	-581.838	109.915	0.006	0.005	0.005	0.000
CODE147	-2261.609	-3.835	-873.322	0.006	0.005	0.005	0.000
CODE211	-2388.198	144.044	-315.642	0.005	0.005	0.005	0.000
CODE221	-2260.060	-37.302	-466.569	0.006	0.005	0.005	0.000
CODE232	-2554.382	379.426	-125.348	0.005	0.005	0.005	0.000
NUGGET135_1	-2082.734	-312.363	-378.187	0.005	0.005	0.005	0.000
NUGGET135_6	-2090.852	-301.404	-361.851	0.005	0.005	0.005	0.000
NUGGET135_15	-2102.022	-283.724	-372.246	0.005	0.005	0.005	0.000
NUGGET135_A	-2097.983	-291.306	-353.140	0.005	0.005	0.005	0.000
NUGGET135_B	-2098.569	-287.225	-394.026	0.006	0.005	0.005	0.000
NUGGET135_C	-2091.469	-297.280	-402.705	0.006	0.005	0.005	0.000
NUGGET135_D	-2087.103	-304.819	-390.493	0.006	0.005	0.005	0.000
NUGGET136_2	-2475.640	296.948	-603.223	0.005	0.005	0.005	0.000
NUGGET136_6	-2485.569	310.957	-591.903	0.005	0.005	0.005	0.000
NUGGET136_15	-2496.548	328.288	-602.981	0.005	0.005	0.004	0.000
NUGGET136_A	-2492.847	321.291	-583.589	0.005	0.005	0.005	0.000
NUGGET136_B	-2492.706	324.190	-624.586	0.005	0.005	0.004	0.000
NUGGET136_C	-2485.453	313.914	-632.878	0.005	0.005	0.005	0.000
