CODE137	-2228.337	437.595	-630.328	0.004	0.003	0.003	0.000
CODE139	-1769.035	-620.427	-335.389	0.004	0.003	0.003	0.000
CODE140	-1996.795	-91.704	-481.510	0.004	0.003	0.003	0.000
CODE141	-1998.102	753.337	137.160	0.004	0.003	0.004	0.000
CODE142	-1537.984	-304.036	434.008	0.004	0.003	0.003	0.000
CODE149	-1807.781	-34.811	-0.479	0.004	0.003	0.003	0.000
CODE150	-1756.346	87.678	209.599	0.004	0.003	0.003	0.000
CODE151	-2056.976	547.832	-151.692	0.004	0.003	0.003	0.000
CODE152	-1686.765	-113.952	224.507	0.004	0.003	0.003	0.000
CODE157	-1956.799	138.011	-220.662	0.004	0.003	0.003	0.000
CODE200	-1880.062	27.011	-123.505	0.004	0.003	0.003	0.000
NUGGET137_3	-2225.428	421.046	-635.791	0.004	0.003	0.003	0.000
NUGGET137_6	-2219.304	421.846	-620.997	0.004	0.003	0.003	0.000
NUGGET137_15	-2224.427	444.124	-616.470	0.004	0.002	0.003	0.000
NUGGET137_A	-2215.308	427.522	-607.576	0.004	0.003	0.003	0.000
NUGGET137_B	-2234.668	451.213	-635.008	0.004	0.003	0.003	0.000
NUGGET137_C	-2238.646	445.586	-648.392	0.004	0.003	0.003	0.000
NUGGET137_D	-2232.769	432.314	-644.537	0.004	0.003	0.003	0.000
TARGET1	-1807.391	-241.876	-150.094	0.003	0.002	0.003	0.000
TARGET2	-1905.912	-299.981	-421.638	0.003	0.002	0.002	0.000
TARGET3	-1896.756	-321.301	-415.846	0.003	0.002	0.002	0.000
TARGET4	-1903.525	-263.392	-389.470	0.003	0.002	0.002	0.000
TARGET5	-1894.382	-284.671	-383.648	0.003	0.002	0.002	0.000
TARGET6	-1847.696	-437.646	-386.088	0.003	0.002	0.002	0.000
TARGET7	-1836.471	-421.613	-348.330	0.003	0.002	0.002	0.000
TARGET8	-1835.066	-248.260	-219.138	0.003	0.002	0.002	0.000
TARGET9	-1812.418	-277.661	-187.745	0.003	0.002	0.003	0.000
TARGET10	-1828.508	-239.807	-197.712	0.003	0.002	0.003	0.000
TARGET11	-1818.966	-286.111	-209.149	0.003	0.002	0.003	0.000
TARGET12	-1900.140	-292.347	-402.650	0.003	0.002	0.002	0.000
TARGET13	-1845.688	-400.574	-354.550	0.003	0.002	0.002	0.000
TARGET14	-1856.906	-416.627	-392.282	0.003	0.002	0.002	0.000
TARGET15	-1787.026	-482.952	-277.605	0.003	0.002	0.003	0.000
TARGET16	-1832.846	-450.769	-361.048	0.003	0.002	0.003	0.000
TARGET17	-1829.144	-480.037	-373.649	0.003	0.002	0.002	0.000
TARGET18	-1827.046	-267.131	-214.153	0.003	0.002	0.003	0.000
TARGET19	-1921.823	-220.798	-401.062	0.003	0.002	0.002	0.000
TARGET20	-1793.508	-491.528	-298.966	0.003	0.002	0.002	0.000
TARGET21	-1866.175	-395.435	-398.490	0.003	0.002	0.003	0.000
TARGET22	-1885.223	-305.998	-377.856	0.003	0.002	0.003	0.000
TARGET23	-1933.386	-236.092	-439.044	0.003	0.002	0.003	0.000
TARGET24	-1932.494	-136.489	-364.460	0.003	0.002	0.003	0.000
TARGET25	-1927.598	-228.478	-420.063	0.003	0.002	0.003	0.000
TARGET26	-1918.034	-145.286	-337.222	0.003	0.002	0.003	0.000
TARGET27	-1912.675	-242.126	-395.286	0.003	0.002	0.002	0.000
TARGET28	-1909.302	-271.062	-408.491	0.003	0.002	0.002	0.000
TARGET29	-1912.053	-135.595	-316.219	0.003	0.002	0.003	0.000
TARGET30	-1909.609	-163.774	-331.133	0.003	0.002	0.002	0.000
TARGET31	-1897.650	-144.498	-289.213	0.003	0.002	0.003	0.000
TARGET32	-1891.636	-134.822	-268.180	0.003	0.002	0.003	0.000
TARGET33	-1766.679	-50.822	84.078	0.003	0.002	0.003	0.000
TARGET34	-1669.790	6.580	352.631	0.003	0.003	0.003	0.000
TARGET35	-1757.491	-72.100	89.987	0.003	0.002	0.003	0.000
TARGET36	-1742.694	-85.470	114.782	0.003	0.002	0.003	0.000
TARGET37	-1724.293	-128.122	126.602	0.003	0.002	0.003	0.000
TARGET38	-1748.917	-172.616	36.562	0.003	0.002	0.003	0.000
TARGET39	-1800.815	-233.356	-128.632	0.003	0.002	0.003	0.000
TARGET40	-1740.781	-191.368	41.909	0.003	0.002	0.003	0.000
TARGET41	-1747.061	-200.122	20.818	0.003	0.002	0.003	0.000
TARGET42	-1753.364	-208.900	-0.335	0.003	0.002	0.003	0.000
TARGET43	-1759.749	-217.800	-21.702	0.003	0.002	0.003	0.000
TARGET44	-1732.615	-210.135	47.284	0.003	0.002	0.003	0.000
TARGET45	-1738.900	-218.883	26.210	0.003	0.002	0.003	0.000
TARGET46	-1751.576	-236.613	-16.323	0.003	0.002	0.003	0.000
TARGET47	-1587.134	-175.225	413.214	0.003	0.003	0.003	0.000
TARGET48	-1729.104	-321.881	-25.880	0.003	0.002	0.003	0.000
TARGET49	-1647.385	-264.435	206.931	0.003	0.002	0.003	0.000
TARGET50	-1653.666	-273.207	185.774	0.003	0.002	0.003	0.000
TARGET51	-1659.956	-281.983	164.703	0.003	0.002	0.003	0.000
TARGET52	-1666.268	-290.874	143.519	0.003	0.002	0.003	0.000
TARGET53	-1719.967	-343.193	-20.039	0.003	0.002	0.003	0.000
TARGET54	-1725.705	-350.866	-38.999	0.003	0.002	0.003	0.000
TARGET55	-1573.663	-225.379	408.081	0.003	0.003	0.003	0.000
TARGET56	-1645.481	-292.022	191.242	0.003	0.002	0.003	0.000
TARGET57	-1651.783	-300.774	170.140	0.003	0.002	0.003	0.000
TARGET58	-1658.085	-309.663	148.989	0.003	0.003	0.003	0.000
TARGET59	-1637.265	-310.919	196.702	0.003	0.003	0.003	0.000
TARGET60	-1692.569	-407.025	-2.498	0.003	0.002	0.003	0.000
TARGET61	-1596.588	-154.225	406.395	0.003	0.003	0.003	0.000
TARGET62	-1577.719	-196.104	420.019	0.003	0.003	0.003	0.000
TARGET63	-1601.920	-162.718	387.697	0.003	0.003	0.003	0.000
TARGET64	-1558.915	-237.812	433.590	0.003	0.003	0.003	0.000
TARGET65	-1607.215	-171.163	369.125	0.003	0.003	0.003	0.000
TARGET66	-1588.283	-213.055	382.793	0.003	0.003	0.003	0.000
TARGET67	-1578.963	-233.817	389.491	0.003	0.003	0.003	0.000
TARGET68	-1632.830	-274.355	233.742	0.003	0.002	0.003	0.000
TARGET69	-1755.214	-181.356	15.473	0.003	0.002	0.003	0.000
TARGET70	-1941.025	108.525	-205.949	0.003	0.002	0.003	0.000
TARGET71	-1665.243	-23.080	341.538	0.003	0.003	0.003	0.000
TARGET72	-1727.812	-98.972	139.715	0.003	0.002	0.003	0.000
TARGET73	-1815.438	-222.948	-155.098	0.003	0.002	0.003	0.000
TARGET74	-1761.545	-190.156	-5.680	0.003	0.002	0.003	0.000
TARGET75	-1767.930	-199.029	-27.063	0.003	0.002	0.003	0.000
TARGET76	-1734.844	-329.549	-44.835	0.003	0.002	0.003	0.000
TARGET77	-1639.202	-283.225	212.380	0.003	0.003	0.003	0.000
TARGET78	-1643.552	-319.715	175.591	0.003	0.002	0.003	0.000
TARGET79	-1649.890	-328.560	154.377	0.003	0.002	0.003	0.000
TARGET80	-1707.440	-393.436	-27.315	0.003	0.002	0.003	0.000
TARGET81	-1568.334	-216.897	426.817	0.003	0.003	0.003	0.000
TARGET82	-1597.752	-192.108	375.951	0.003	0.003	0.003	0.000
TARGET83	-1569.514	-254.721	396.315	0.003	0.003	0.003	0.000
TARGET84	-1734.433	-182.462	63.214	0.003	0.002	0.003	0.000
TARGET85	-1694.079	38.585	319.294	0.003	0.003	0.003	0.000
TARGET86	-1684.455	17.965	326.699	0.003	0.003	0.003	0.000
TARGET87	-1699.156	29.541	300.797	0.003	0.003	0.003	0.000
TARGET88	-1689.533	8.941	308.197	0.003	0.003	0.003	0.000
TARGET89	-1670.338	-32.133	323.008	0.003	0.003	0.003	0.000
TARGET90	-1786.017	56.164	117.280	0.003	0.002	0.003	0.000
TARGET91	-1800.322	64.279	89.821	0.003	0.002	0.003	0.000
TARGET92	-1755.321	-35.273	121.951	0.003	0.002	0.003	0.000
TARGET93	-1746.127	-56.551	127.907	0.003	0.002	0.003	0.000
TARGET94	-1736.989	-77.744	133.779	0.003	0.002	0.003	0.000
TARGET95	-1718.591	-120.331	145.597	0.003	0.003	0.003	0.000
TARGET96	-1748.386	-93.234	95.814	0.003	0.002	0.003	0.000
TARGET97	-1739.198	-114.504	101.691	0.003	0.002	0.003	0.000
TARGET98	-1729.959	-135.907	107.684	0.003	0.002	0.003	0.000
TARGET99	-1630.975	-302.122	217.810	0.003	0.002	0.003	0.000
TARGET100	-1780.286	66.395	138.206	0.003	0.002	0.003	0.000
TARGET101	-1733.501	-106.733	120.706	0.003	0.002	0.003	0.000
TARGET102	-1751.796	-64.335	108.925	0.003	0.002	0.003	0.000
TARGET103	-1760.987	-43.090	103.010	0.003	0.002	0.003	0.000
TARGET104	-1742.585	-163.760	57.808	0.003	0.002	0.003	0.000
TARGET105	-1701.695	-385.716	-8.346	0.003	0.002	0.003	0.000
TARGET106	-1710.826	-364.469	-14.187	0.003	0.002	0.003	0.000
TARGET107	-1722.343	-379.881	-52.196	0.003	0.002	0.003	0.000
TARGET108	-1792.737	-252.353	-123.599	0.003	0.002	0.003	0.000
